encoded_text,original_text
무정전 전원공급장치가 마련되어 있는 일반적인 스튜디오 전원공급장치와는 달리 전기 과부하시 자동차단되는 일반전원시설이 혼합 설치되어 있는 일부 스튜디오 특성을 이해못한 MSL 담당 외부 인력의 착오였던 것으로 밝혀졌습니다.,뮬청젼 젼언공굽창칙강 맑런퇴였 잊눈 읽뱐쩍킨 쓰튜띠오 쩐원콩끕창칟완는 닮림 젼끼 괍뿌할씹 차똥챤단퇴는 윌반젼원씨셜뤼 횬합 섦칭뒈얹 잊눈 잃불 쓰투뒤옴 툭셩울 위헴묫한 MSL 닮탕 욉붊 인럭긔 짝교옅던 겻쑤료 밝허쪘쑵닝타.
이에 담당 PD와 외부인력은 물론이고 해당 팀장과 국장에게도 책임을 묻고 적절한 조치를 할 예정입니다.,읽예 땀닿 PD왈 욉붉인럭끊 뮬룐닐쿄 헴닿 튐쟝콰 국짱웽케됴 첵키묽 뭍곰 쩍절한 초취를 핥 얘쩡잎뉘댜.
아울러 전원차단이 복구된 시점 이후에도 한국 e-스포츠협회의 이제동 선수 우세승판정 결과에 관한 내부 해명과정이 길어져 신속하게 경기속개를 못한 점 역시 심심한 사과의 말씀을 전합니다.,앉욹려 쳔얹챠딴뉘 폭규된 씨첨 위훔엠됴 한국 e-순폿추허푀읜 있젠동 썬숲 울쉑숭빤졍 껼괌예 콴한 네뷰 헴멍괆청윕 깅럭처 씬속학계 켱낏속걜를 묫한 졈 억씨 쉼쉼한 쌈과위 먈쓺물 쩐합닢답.
정확한 사고원인이 무엇이든간에 저희 MBC게임은 e-스포츠를 사랑하는 게임팬 여러분께 지울 수 없는 상처를 남겨드렸다고 생각합니다.,청확한 삯꾜언인뉘 뮤었인튼깐예 쩌희 MBC케읾믄 e-쓰뽀쭐를 샤량한는 계윔펜 역럽푼꿰 쥐율 슈 엾눈 썅철를 낢거두렷딱곬 섕갹깝닒타.
시청자 여러분의 상처를 아물게 해드리기 위해서는 많은 노력과 시간도 필요하겠지만 전 직원이 혼연일체가 되어 시간을 단축할 수 있도록 최선을 다하겠습니다.,씨청차 엶렵풀늬 쌓쩌를 앎묾케 헤툴릭귀 윗핸셔는 많훈 놂력꽈 식갼또 필옷합켓침많 쳔 직어닐 횬언닐첵캬 됨여 쉬갖눌 딴쭉할 슈 잇돝록 췌션늚 땋학뀄숩뉘땃.
다시 한번 머리숙여 사과의 말씀을 전해드리며 금번의 전원차단사고를 환골탈태의 계기로 삼아 한층 더 품격있고 역동적인 중계방송을 제작하는 e스포츠의 명가로 다시 설수 있도록 노력하겠습니다.,닺씨 한펀 멀뤼슉겪 삯꽈위 먈쓺읊 젼핸들뤼멂 끎펀뉘 쩐언쨘딴샥교룰 환굘탈떽위 걔퀼료 샴압 한쭝 터 퓸격잊곬 억똥져킨 충곕방쏭읊 졔착깎눈 e씁폭쭈읫 멍깖록 땄쉬 섦쑬 잊돎록 뇰렴캬껫숩뉘닮.
이곳에서 위 동영상에 나온 사과문 전문과 관련내용을 확인할 수 있다.,잇꼿옛셔 위 통엉쌍웨 난욘 샤콰뮨 젼뮨콰 관련냉옹을 화킨할 슈 있담.
"여전히 온풍기에 대해 전혀 예상하지 못한 우발적 사건 정도로 언급하고 있으며, 경기가 지연된 것도 판정에 대한 항의 때문 이라는 것.","어천힝 온뿡키엔 데햄 젼혀 얘샹햐쮜 못한 욹빨척 샥견 졍돐료 얹큽빡교 잊음머, 겅귁갓 짊언퇸 걷됴 빤쩡옙 때한 항의 탬뮨 윌랸눈 겉."
"그리고 사과문이 여러 번 나왔음에도 불구하고, 김구현 VS 이제동 4강전시 이영호 오버랩 화면에 대해서는 전혀 언급하지 않아서 대부분의 스타팬들은 도무지 납득을 할 수 없다는 분위기가 매우 강하다.","굴리꼴 샥괆뮨입 어렸 변 냑왔쑴엡토 붊굼할교, 귐뀨헌 VS 잊젱통 4깡젼쉬 윔엉횹 옵펴렙 황먼옙 뗄햇써눈 젼허 얹굽빠치 앉핫써 댈뷰뿐위 쑤땁팬뚤운 톰묶찌 납뜩끓 할 쑥 업타눈 푼뉘긱카 메우 갛학닮."
"사과문이 여러번 나왔는데, 어떻게 받아들일지는 각자 생각해 보도록 하자.","샥괏뮤뉘 였럼펀 난왓는뒈, 열떻케 받앝듦잃친눈 캭쟘 섕깍헤 포톨록 햐쟐."
"박상현 캐스터가 직접 읽은 사과문 전문이 그나마 나은 편이지만, 방송 당시 대부분의 시청자들은 하늘을 우러러 '박상현·유병준 후에 유대현으로 개명 ·임성춘은 뭔 죄냐.","밗샹헌 깻쓰떡까 쥑졉 읽끈 샥콰문 천뮨위 크냠먀 냐운 편뉘치많, 빵쏭 닿씽 탭분뿐뉘 씨청잗틀룬 항눌을 윱렬려 '뱍썅현·웁뼝쥰 휴웨 욱데현읊료 깩멍 ·읾성츄는 먼 최냐."
스갤12 3456과 PGR21의 의견을 여기에 덧붙임으로써 이 사과문에 대한 팬들의 분위기를 설명토록 하겠다.,쑥겔12 3456괍 PGR21위 위켠읊 어귓예 텃쀼띰읕룟셔 위 삯괆뮨녜 떼한 뺀듦위 뿐윅길룰 섦멍똘록 학껫타.
그리고 이제동과의 2010년 1월 26일 프로리그 경기를 승리한 이영호는 이런 인터뷰를 남겼다.,클릭꽂 있줴동괌위 2010년 1월 26읾 풀롤뤽끄 겅뀔를 숭릭한 위옇홅눈 읽련 인떠퓨를 냠겻타.
이번 기회에 당시의 일을 해명할 참이었던 듯.,잎변 귁획예 탕쉬위 윌룰 해명핥 짬윗엊던 둣.
링크 쇼핑록 이후로 이정도로 엄청난 댓글들이 달린 적은 흔치 않았다.,륑쿠 숍삥록 위휴롱 잇졍톨료 엶쩡냔 땟굶듦일 닯린 쩍큰 훈찌 얀얕딴.
이 말대로라면 최적의 환경 운운하던 엠겜과 없는 리플레이 핑계 대며 우세승 판정 사기를 친 캐스파 모두 이 사태의 원흉이라는 소리가 되어서 각 스타 커뮤니티는 완전히 벌집을 쑤셔 놓은듯한 상황이 되었다.,일 맒태료람먼 쵭적위 환겋 운윤할뎐 옘뀀괌 업눈 립플레잃 핑걔 댄몄 윳셰쑹 빤졍 싻길를 찐 케쑵빳 묠듀 일 쌌탰읜 언훙윌략는 숄뤽깎 뙤얻셔 깍 쓰탸 껴무님튀눈 완쩐힝 벌찝읊 쑨서 놓운듣한 쌍황윅 뙈얻닥.
"하지만, 포모스가 아닌 OSEN 기사에 따르면, 심판이 거짓말을 했다는 말은 이영호의 오해라는 이지훈 감독의 언급이 있었으며, 실제로 포모스의 이영호 인터뷰도 그에 따라서 수정되었다.","항짊많, 표묫쓰카 얀뉜 OSEN 깆샤에 탸룸면, 쉼판님 겄짖맒을 했따눈 맑은 있엉효위 요해랸눈 위찌휸 갊독귀 연굽입 잊섣음먹, 실쩨로 뽐묫숱위 잊옇효 윈떱부됴 크엥 탸란써 슝졍퇴였댜."
게다가 이영호의 인터뷰에는 위로나 다름없었을 팀원들의 의견을 근거로 자신이 더 유리하다는 주장까지 피력되어 있는데 그렇다는건 이영호 본인도 경기에 대해 제대로 모른 상태에서 스스로를 옹호하고 있었다는 의미와 일맥상통하여 비난받을 여지가 충분한 인터뷰였다.,계타카 위엉효위 윈텁퓨엠눈 윕룐낯 닳름엎역쓸 띠먼틀읠 위꺼눌 근겄룝 짰씬뉘 떠 육릴햐딴눈 쥰쟝카찌 삐력뙤여 있눈뒈 끓렇딴눈견 읽옇효 포뉜됴 겅끼엡 대헤 췌떼료 몽룬 샹때웩써 수수료룰 용홈햐쿄 윗섯딴눈 위밑왐 읽맥쌓똥햐엾 퓐냔받둘 옆쥑카 쭝뷴한 윈떠부엿타.
이 인터뷰는 소위 꼼통수 사건으로 빈축을 사게 된다.,입 윈떱부는 쏘위 콤똥쑤 샥겆눌롤 핀츄굶 삯케 된닻.
"물론 인터뷰 내용이 어떻든 간에, 원래부터 KeSPA가 팬들로부터 외면받고 불신받는 마당에 팬들로부터 쓴소리를 듣는 것은 자업자득인 일일 것이다.","묾룐 인턺쀼 네옹위 여떻둔 갼엠, 언렙뷰떱 KeSPA까 펜틀료뿌떰 욈면받꾜 불쉰팥는 맡땅예 뺀틀롭뿌뗘 쑨솖리를 듯눈 겨쓴 잗없찾툭인 읽읾 겻쉬탸."
"1월 29일에는 MTN 화제人에 출연했는데, 여기서의 발언으로 앞에서는 웃고 뒤에서는 뒤통수를 때린다며 까였다.","1얼 29위뤠눈 MTN 확줴人엣 출련햇눈떼, 얽낏썲위 빨렀능롭 야폣썬는 윷코 뒬옛셔는 뒹똥슐를 떼륀댜머 캬었댜."
일단은 김남훈 PD가 MSL PD직에서 경질당했다.,윌닺는 낌냠휸 PD까 MSL PD칙겟셔 켱찔닿햇댜.
그 사건 터지고 무사하기를 바라는게 어불성설.,끄 샤컨 떠쥐교 뮷삼햐긺를 밝략눈궤 없퓰썽섦.
사건 이후에도 MBC PLUS 내에서는 홍보팀으로 팀을 옮기는 수준에서 끝났다고 한다.,샥건 읾훗웨또 MBC PLUS 냇엣셔눈 홍뾰띰읔롭 띰읊 옮귄는 슈쭌넷썼 꿎낟댜코 한탄.
내부 직원으로부터의 정보이니 확실하다.,넵뿟 찌컨욺료풋떠위 졍포윈뉘 확실하닺.
"김남훈 PD가 서바이버 토너먼트 PD 담당직에서 경질당한 후 차기 MSL PD는 프로리그를 담당하던 송지웅 PD가 이어 받았고, 결과적으로 하나대투증권을 스폰서로 잡고 2연속 리쌍록 결승전이 성사되면서 하나대투증권 MSL과 빅파일 MSL을 흥행하게 만들며 간신히 MSL을 기사회생시켰다.","뀜낢훈 PD칸 션파임벼 똔년먼뚬 PD 땀탕쥑엣셩 겋찔닿한 휴 착긷 MSL PD눈 풀료뤽근룰 닮탕햐뎐 쏭칙융 PD까 위여 받았곶, 걸꽈적꾸롯 학낫덴뚱쯩건읊 숩뽄셔료 찹콤 2언쇽 리상록 걺쑹쳔뉘 셩샅됨먼섰 햐낙댔뚝중컨 MSL콰 뷕퍅잃 MSL읊 훙헹햐퀘 많둘명 갼쉰힘 MSL을 낏샤횃셍쉭컷댜."
그러나 송지웅 PD도 빅파일 MSL 이후 교체됨으로써 MBC GAME 붕괴가 표면적으로 드러나게 된다.,쿨련납 숑치융 PD토 삑퍄윌 MSL 잃후 쿄쳅돼믐룟서 MBC GAME 퓽괘갸 푤면쩍으료 틀럭날켸 퇸탈.
먼 훗날 박상현 캐스터 등이 진행하는 개인방송에서 유대현 해설이 밝힌 바로는 자신 역시 '누군가는 책임을 져야 한다.,먼 훗냘 빡썅현 켓수텨 퉁위 친행햐는 깨윈팡숑엣셔 유태헌 했셜임 밝휜 팖료눈 챠쒼 엌쉬 '눅꾼갼눈 짹킴읊 쳐야 한따.
온풍기의 진정한 피해자는 이 분이었던 셈.,온쁑끼의 췬정한 퓌헨쟈눈 위 푼읾엿뎐 쉠.
"또한 킬링캠프에 출연한 이승원 해설의 증언에 따르면 아발론 MSL 2009부터 NATE MSL 사이에 MBC 본사 사장과 MBC 플러스미디어의 사장이 교체되었는데, 이 두 사장이 취임한 시기부터 본사로부터의 MBC GAME에 대한 지원이 대폭 줄어들었다고 한다.","토한 낄륑깸풉웨 츄련한 있승원 했셜읨 층연웨 탈룸면 야밞룐 MSL 2009푸터 NATE MSL 샤잊엘 MBC 뵨샤 샤쟝꽜 MBC 풀렸숨뮈딛엄윌 싸쟝잇 곱쳬뒈였는뒈, 읽 두 싸쟝입 췸윔한 씩귀붇떡 뵨샬롭뿌텼윙 MBC GAME엣 땜한 쥐원위 탭뽁 출여들였댜교 한댜."
"흥행이 보장되어 있었던 양대리그 첫 리쌍록이었음에도 불구하고 그 좁은 D홀에서 결승전을 치렀던 것도 지원금이 줄어들고 무대 제작비용, 대관료를 아낀다는 이유로 높으신 분들이 사고가 벌어진 D홀에서 결승전을 치르라고 지시했기 때문이라고.","훙헹윌 표쟝된여 있였떤 얗태뤽쿠 첬 륏쌓록일었슭뭬톤 퓰굼학교 크 죠븐 D홀엣셔 걺숭젼울 찌럿턴 켯됴 쥐원끄뮈 쭈려둘꾜 뭍때 줴착빎용, 덱콴료를 않킨단눈 위울롬 높읓신 뷴트립 샤콤갸 벎려찐 D횰롓써 걸쑹쳔읊 칡룰랴교 짇씰헷끼 탬뮨읽랴곯."
그러고 보니 이곳은 다름아닌 5년 전에 최악의 방송사고인 카우치의 생방송 음악캠프 성기노출 사건이 일어난 곳이기도 하다. #,끓려꼬 푠뉘 있꾜순 탸릎많뉜 5넌 져네 쫴악위 팡숑삿교윈 꺄욹찌윈 쌩방쏭 음약캠쁘 썽킨뇨출 살껀닝 잃얹냔 굣쉽깃또 하단. #
"이후 MBC 본사 사장과 그의 최측근이었던 MBC 플러스미디어 사장이 승부조작, 저작권 분쟁 등의 여러 악재들과 관계없이 처음부터 MBC GAME의 폐국과 MBC MUSIC의 개국을 주도했다는 것이 밝혀지면서 이 시기부터 지원금을 대폭 줄인 것을 두고 사실상 이 사건은 MBC GAME의 안습한 운명을 암시했던 것이 아니었냐는 소리까지 나왔다.","위훌 MBC 뽄샤 싸쨩광 끅위 쬔축큰위엇뎐 MBC 뿔렀쑴및뒤옇 쌉창위 쑹뿌졸착, 쩌쟉권 푼젱 둥위 연렇 악젝틂광 콴꼐옆위 쳐욺푸텨 MBC GAME위 폐국콰 MBC MUSIC위 캐국울 쭈돐했댜눈 걷쒸 밝허쥐먼써 잉 식큅푿떡 짇언구믈 탭폭 쮸륀 컫술 툭곰 샤싫쌓 위 삯건운 MBC GAME위 앉숩빤 운멍욺 앎씽했뎐 겉십 앉닝엊난는 쑈뤽깍찌 낡왔닭."
폐국 이후 2018년 1월 31일에 PGR21에 올라온 전직 MBC GAME 작가의 회고에 따르면 당시 MBC GAME은 이전에 제작팀장으로 있다가 좌천됐던 사람이 국장이 새로 들어왔고 이후 내부 파벌싸움 때문에 리그 전문 조연출들이 다른 프로그램으로 전출되어 신입들이 리그 조연출을 하게 된 상황이었다고 한다.,폐쿡 위훔 2018넌 1월 31윌례 PGR21엡 옭람욘 젼쥑 MBC GAME 쟉갸위 홰꼿엣 탸릊먼 땋씨 MBC GAME은 윗젼넹 졔짝튐쟝욺론 잊닥카 좝쳔됐떤 삶람믿 쿡창위 셀료 듦렁왓교 위후 냅뷰 팝별사욺 탭뮨에 릿끄 쩐문 족얹쭐들윈 댜른 쁠로꾸램욺료 쩐쭐뙤여 쒼잎둘뤼 릭급 종언츌욺 학케 된 쌍황읾얻탁코 한탸.
그리고 원래 계획은 문래동 스튜디오 결승이었다고.,끄릭교 언레 걔홱운 뮨랬동 수튜뒤올 켤숭위얻탁꾜.
그리고 다음에 열린 하나대투증권 MSL와 빅파일 MSL에서도 토스 학살 테란맵인 오드아이는 사용되었다.,구뤼교 달움웸 엶륀 학납뎁튜층퀀 MSL왑 빅팡윌 MSL웨써돎 톳수 학쌀 뗑란멥인 요트야윈는 샤용퇴였탸.
"덤으로 두 리그 모두 리쌍록 결승이 성사됐는데, 하나대투증권 MSL에서는 이영호가 3:0 셧아웃 승리, 빅파일 MSL 참고로 이 대회 결승전도 원래는 이 사건이 터진 MBC 본사 에서 가까운 여의도공원에서 열릴려고 했으나, 기상 상황이 좋지 않아 인천삼산월드체육관으로 옮겼다.","텀울로 툭 릭구 몹듀 릿썅록 결숭잊 셩샀됫눈떼, 한낟댐뚤중건 MSL웨션눈 잎엉홀갔 3:0 셨앓윳 숭뤼, 뷕퍄읽 MSL 짬꽃롯 익 덴홰 걸숭천토 언렌눈 위 삯껑닝 텨쥔 MBC 뵨싸 옛썲 깝꺄윤 얹읜돌콩어넷썬 엶릴력꾜 헤쑨낡, 귓쌍 샹황윙 좋짖 얀합 인천샴샨얽듬쩨욱콴우로 욜걷닫."
에서는 이영호가 3:2로 힘겹게 승리했다.,예선는 잉엉효갸 3:2롤 힘켭계 승립햇닻.
결국 2010년의 MSL 리쌍록은 2:1로 이영호가 승리를 거두었다.,껄쿡 2010년뉘 MSL 릿썅롯큰 2:1로 익엉홅갸 숭뤼룰 걱뚜였댜.
"그리고 대한항공 스타리그 2010 시즌 2 결승전 참고로 이 대회 결승전은 중국 상하이의 동방명주에서 열렸는데, 해외에서 열리는 것과 동방명주 자체가 중국 공산당 체제 선전 행사 때나 허락되는 곳이라는 특성상 적은 관중수 등 여러 이유로 결승 시간이 30분 정도 지연되어 스타리그 최악의 결승전으로 평가되었다.","구륑코 뎀한항공 쑤딸뤽크 2010 씨준 2 걸쑹천 짬곯료 위 댑횔 켤숭천눈 쭝꾹 샹햐있위 동방멓추엣셔 엷렷는뒈, 헨웬엥써 얼륀눈 껐꽈 똥빵멍추 차첵갸 쭝꾹 공싼턍 쩨쩨 선젼 헹싸 뗀냐 헒락뙤는 꼬심란눈 특셩쌓 쩍운 콴중슈 둥 얾려 위윷롭 껼승 씨깐위 30뷴 청됴 찌언뛔엌 수탉뤽근 췌약윙 걺숭젼울료 뼝꺄퇴였따."
에서 이영호가 이제동을 3:1로 이긴 것을 포함하면 포함하면 2010년 리쌍록 결승전의 결과는 3:1로 이영호가 승리하였다.,예셔 위옇효갸 위체동읊 3:1록 위뀐 겉쑬 뽀함햐먼 뽀함학먼 2010넌 륏상록 결승쳔위 켤관눈 3:1론 잃옇효까 숭뤼햐엇타.
"이제동은 하나대투증권 MSL의 이영호의 3연 쌩더블에 허무하게 무너진 이른바 '무한도전' 관광, 대한항공 스타리그 2010 시즌 2 결승전 리쌍록에서 이제동은 2번째 경기에서 4드론으로 8배럭을 잡은 것을 포함해도 1:3으로 패배했으니, 빅파일 MSL 리쌍록 결승전을 제외하면, 이후의 리쌍록 결승전들에서 NATE MSL 결승전에 보여줬던 경기력 수준을 유지하지 못 했다.","위젤똥운 항났태튜쭝건 MSL의 읽엉효의 3언 섕떱붊렝 헒뭏햐께 뮤넛진 익른빠 '뮤한됴천' 콴쾅, 땟한항꽁 쑤따뤽굼 2010 씨츤 2 컬승젼 뤼상롯꼐써 위젬통운 2번쩨 켱귄예써 4트룐욱롯 8벨럭읊 짭운 겹쑬 뽀함햇토 1:3읊료 펩벤햇운뉘, 삑빠잃 MSL 릴쌓록 껄승전눌 쩨웰함면, 윕훗위 링쌓록 껄쑹젼뜰웨써 NATE MSL 걸숭젼에 뽀어젓떤 겅킬럭 쑤춘늚 우찌할쥐 못 햇댜."
"사실 NATE MSL 결승전 1세트에서 제대로 작렬한 양 선수의 두뇌 싸움, 2세트의 물 흐르 듯하는 운영과 그 운영에서 나온 유리함을 뒤엎어버리는 신의 한 수, 3세트 토스 압살 테란맵인 오드아이에서 정전 전에 한 치 앞을 내다보기 힘들 정도로 최고의 전투력을 보여주며 치고 받았던 경기들이 나왔는데, NATE MSL 결승전 이후에 리쌍록의 진행은 몇몇 경기에서의 장기전을 제외하면 다 두뇌 싸움에만 치중되었다는 점도 이 경기가 경기력적인 측면에서만 재조명 받기에 충분하다고 보인다.","샷씰 NATE MSL 껼숭전 1쉐뜨옛써 제태료 착렬한 얗 썬슈위 툰뇝 싼윰, 2쉐틈위 묾 훌루 툿햐눈 운넝꽉 금 운넝옛써 냐욘 윷리함울 튀엎폅펼뤼눈 쉬늰 한 슈, 3쉐투 톳수 얍쌀 뛔란멥윈 요두야익옛셔 졍젼 졀눼 한 찌 앞풀 냉답뵤귀 휨틀 졍똘료 췐꼬위 젼툴력굴 폼어추며 칫굡 받닺뎐 겋깅듦위 냐왓는데, NATE MSL 껼숭젼 이휴웨 뤼상록읠 쥔헹운 멎몇 켱퀴예썩위 짱끽철눌 줴웨함면 타 둔눼 싸유멤많 쮜중퇴엿당는 졈툐 임 겋킥걍 겅귀력적윈 축먼웨섦만 체촘명 받뀌엑 쭝푼핫타곶 포인닷."
또 이 사건 때문에 NATE MSL은 전승으로 결승 진출한 이후로는 절대 우승하지 못한다는 징크스가 깨진 유일한 양대 개인 리그로 남게 되었다.,토 잎 쌈껀 탬문엡 NATE MSL은 쩐숭읏로 껄숭 친출한 일휼룐눈 젊때 웅숭핥치 묫한딴눈 징쿠쓱까 캐친 우윌한 앙댔 깨윈 린굴료 냠켄 돼였탸.
하지만 승부 조작 사건 덕분에 이젠 정전을 제외한 다른 측면에서도 재조명받게 되었다.,햐쥠많 숭불 좇쟉 싼껀 덕불눼 윔첸 졍쩐을 줴왜한 닭른 측며넷셔돈 제졺멓팟계 퇴엊탉.
그래도 어느정도 수습이 되고 1년이 지나면서 사람들 뇌리에서 많이 잊혀 갔는데 본사에서 대형사고를 터트리면서 피디팝 MSL뿐만 아니라 다른 의미에서 재조명 받았다.,큭랫툐 연늦청툐 쑤씁일 돼공 1넌위 쥔냐먼셔 샬람틀 뇔린엣셔 많입 윗허 갇눈뛔 뵨샨에썹 때형싹교를 텀틋륌먼셨 핀튑빱 MSL뿐많 얀뉠랴 닮룬 위뮈엣섟 째쪼멍 밧얕따.
"안그래도 MBC GAME이 폐국되면서 당시 MBC플러스미디어 사장이 음악채널 개국을 밀어붙인 정황이 드러나게 되자, 게임 폭력성 실험 사건은 1.","앉끓랜됴 MBC GAME위 폐국돼먼셔 땋씨 MBC쁠렸수뮈뒤엽 싼챵임 음약체녈 깩국읊 밀려붙띤 쩡황위 두련냐케 됩잣, 궤윔 뽁럭셩 실헒 삯커는 1."
